地域標準コード	市区町村名	介護老人福祉施設（施設数）	介護老人福祉施設（定員）	介護老人福祉施設（常勤換算従事者数）	介護老人保健施設（施設数）	介護老人保健施設（定員）	介護老人保健施設（常勤換算従事者数）	介護療養型医療施設（施設数）	介護療養型医療施設（病床数）	介護療養型医療施設（常勤換算従事者数）
21401	揖斐川町	4	180	144	1	59	26	-	-	-
21403	大野町	2	100	85	2	167	100	-	-	-
21404	池田町	1	139	144	1	150	85	1	30	34
21421	北方町	-	-	-	-	-	-	-	-	-
21501	坂祝町	1	30	19	-	-	-	-	-	-
21502	富加町	-	-	-	1	100	57	-	-	-
21503	川辺町	1	60	46	-	-	-	-	-	-
21504	七宗町	-	-	-	1	29	21	-	-	-
21505	八百津町	1	70	43	1	29	30	-	-	-
21506	白川町	1	50	44	-	-	-	-	-	-
21507	東白川村	-	-	-	1	15	15	-	-	-
21521	御嵩町	1	80	71	-	-	-	1	4	39
21604	白川村	-	-	-	-	-	-	-	-	-
22000	静岡県	195	14431	9093	109	11418	6446	26	2257	1597
22100	静岡市	27	2585	1587	19	2057	1242	2	378	204
22101	葵区　	9	924	565	9	1006	603	1	180	92
22102	駿河区	8	676	420	4	431	260	1	198	112
22103	清水区	10	985	602	6	620	379	-	-	-
22130	浜松市	39	3126	1871	26	3129	1667	8	628	472
22131	中区　	6	496	302	3	300	161	-	-	-
22132	東区　	4	310	204	3	300	163	1	58	34
22133	西区　	9	810	496	5	688	418	3	446	327
22134	南区　	5	385	207	2	200	118	-	-	-
22135	北区　	9	625	395	7	1024	504	-	-	-
22136	浜北区	3	240	123	3	330	169	3	116	84
22137	天竜区	3	260	144	3	287	134	1	8	27
22203	沼津市	10	720	453	5	475	244	2	52	39
22205	熱海市	3	220	128	1	82	39	-	-	-
22206	三島市	6	386	234	3	300	171	-	-	-
22207	富士宮市	5	460	241	5	481	253	-	-	-
22208	伊東市	4	280	187	3	362	224	-	-	-
22209	島田市	7	424	280	4	400	252	-	-	-
22210	富士市	10	716	469	6	584	342	1	192	125
22211	磐田市	12	716	451	5	420	248	1	50	38
22212	焼津市	6	360	248	3	331	214	1	100	137
22213	掛川市	8	510	295	4	400	211	1	100	80
22214	藤枝市	7	470	339	4	400	233	1	16	11
22215	御殿場市	5	427	282	2	250	131	2	233	151
22216	袋井市	6	470	309	2	200	112	1	101	74
22219	下田市	1	80	39	-	-	-	1	60	35
22220	裾野市	2	150	91	2	200	96	1	60	40
22221	湖西市	4	290	186	1	100	50	1	44	24
22222	伊豆市	5	250	165	2	157	81	1	74	59
22223	御前崎市	2	236	160	1	50	36	-	-	-
22224	菊川市	4	210	153	1	100	49	-	-	-
22225	伊豆の国市　	3	210	150	1	150	70	-	-	-
22226	牧之原市	3	190	145	2	180	93	-	-	-
22301	東伊豆町	1	50	25	-	-	-	-	-	-
22302	河津町	1	70	59	-	-	-	-	-	-
22304	南伊豆町	1	50	28	1	80	45	-	-	-
22305	松崎町	1	50	37	-	-	-	-	-	-
22306	西伊豆町	2	85	54	1	50	52	-	-	-
22325	函南町	3	230	149	-	-	-	1	109	67
22341	清水町	1	80	50	1	100	72	-	-	-
22342	長泉町	1	70	62	1	100	50	-	-	-
22344	小山町	1	50	28	1	100	50	1	60	42
22424	吉田町	2	100	65	1	100	66	-	-	-
22429	川根本町	1	50	32	-	-	-	-	-	-
22461	森町　	1	60	42	1	80	50	-	-	-
23000	愛知県	225	19073	11803	177	17171	9687	42	2178	1878
23100	名古屋市	69	6191	3563	69	6565	3613	9	411	307
23101	千種区	2	160	78	4	380	199	-	-	-
23102	東区　	3	250	142	1	72	44	-	-	-
23103	北区　	5	521	354	5	374	214	-	-	-
23104	西区　	3	290	159	3	300	151	1	6	8
23105	中村区	3	240	131	5	488	269	-	-	-
23106	中区　	2	190	105	3	276	145	1	18	27
23107	昭和区	3	220	132	4	236	130	1	21	18
23108	瑞穂区	3	220	136	3	221	119	-	-	-
23109	熱田区	4	331	201	2	200	117	-	-	-
23110	中川区	8	674	374	7	680	406	2	129	84
23111	港区　	7	550	273	6	574	318	-	-	-
23112	南区　	6	545	324	7	679	362	1	60	47
23113	守山区	6	500	313	5	488	269	1	101	59
23114	緑区　	7	547	342	4	592	329	-	-	-
23115	名東区	2	450	240	5	525	278	1	64	50
23116	天白区	5	503	260	5	480	264	1	12	14
23201	豊橋市	7	570	331	6	636	357	3	421	279
23202	岡崎市	9	720	458	6	646	370	1	107	74
23203	一宮市	10	880	611	8	835	509	-	-	-
23204	瀬戸市	3	230	169	2	160	71	1	76	67
23205	半田市	3	220	155	5	315	191	1	10	11
23206	春日井市	6	670	418	4	411	264	3	43	46
23207	豊川市	7	645	412	3	293	181	3	197	156
23208	津島市	3	240	125	6	468	312	2	214	204
23209	碧南市	3	240	141	2	152	115	1	47	17
23210	刈谷市	2	200	138	2	246	143	-	-	-
23211	豊田市	11	911	527	7	674	417	2	63	114
23212	安城市	4	420	285	4	310	196	-	-	-
23213	西尾市	5	423	305	6	587	387	3	123	169
23214	蒲郡市	3	240	170	2	150	84	-	-	-
23215	犬山市	4	243	153	2	170	103	1	6	14
23216	常滑市	2	160	78	1	100	44	-	-	-
23217	江南市	4	270	167	2	258	155	-	-	-
23219	小牧市	4	360	222	2	200	90	1	14	10
23220	稲沢市	5	340	213	3	350	193	1	22	126
23221	新城市	2	160	122	2	176	97	3	138	85
23222	東海市	3	270	167	2	250	108	1	45	22
23223	大府市	3	330	160	1	100	60	1	32	28
23224	知多市	3	290	171	2	246	114	1	12	25
23225	知立市	2	150	99	1	100	46	-	-	-
23226	尾張旭市	3	230	124	2	165	82	-	-	-
23227	高浜市	1	100	87	1	100	54	-	-	-
23228	岩倉市	1	80	64	1	100	50	-	-	-
23229	豊明市	3	230	134	2	448	231	-	-	-
23230	日進市	3	200	158	3	248	135	1	53	33
23231	田原市	3	211	127	2	198	107	-	-	-
23232	愛西市	4	350	220	1	30	20	-	-	-
23233	清須市	2	176	134	1	100	45	1	100	56
23234	北名古屋市　	2	160	105	2	192	101	1	5	5
23235	弥富市	2	160	132	-	-	-	-	-	-
23236	みよし市	2	180	108	1	99	55	-	-	-
23237	あま市	1	80	46	1	100	44	-	-	-
23238	長久手市	2	80	59	-	-	-	-	-	-
23302	東郷町	2	183	89	1	105	49	-	-	-
23342	豊山町	-	-	-	-	-	-	-	-	-
23361	大口町	1	80	41	-	-	-	-	-	-
23362	扶桑町	1	80	34	1	86	40	-	-	-
23424	大治町	-	-	-	1	100	63	-	-	-
23425	蟹江町	1	80	47	1	80	43	-	-	-
23427	飛島村	1	80	40	1	100	49	-	-	-
23441	阿久比町	1	80	70	1	214	109	-	-	-
23442	東浦町	2	160	105	1	100	76	-	-	-
23445	南知多町	2	160	131	-	-	-	-	-	-
23446	美浜町	2	140	114	1	122	66	1	39	31
23447	武豊町	2	160	102	-	-	-	-	-	-
23501	幸田町	1	80	50	-	-	-	-	-	-
23561	設楽町	2	100	82	-	-	-	-	-	-
23562	東栄町	1	80	44	1	29	21	-	-	-
23563	豊根村	-	-	-	1	57	31	-	-	-
24000	三重県	134	7867	5048	64	5919	3498	21	983	732
24201	津市　	21	1252	766	10	950	546	4	277	198
24202	四日市市	17	998	754	8	584	363	3	148	100
24203	伊勢市	9	577	362	4	400	212	-	-	-
24204	松阪市	11	610	420	5	550	301	4	124	97
24205	桑名市	4	210	137	6	539	279	4	129	132
24207	鈴鹿市	9	520	322	3	400	246	2	123	95
24208	名張市	6	420	272	2	148	85	1	40	26
24209	尾鷲市	2	130	77	-	-	-	-	-	-
24210	亀山市	4	200	123	1	100	54	1	37	24
24211	鳥羽市	3	160	95	2	150	113	-	-	-
24212	熊野市	2	110	67	1	98	51	-	-	-
24214	いなべ市	2	100	57	2	200	102	-	-	-
24215	志摩市	7	380	229	2	200	121	-	-	-
24216	伊賀市	13	730	428	4	450	312	-	-	-
24303	木曽岬町	1	60	40	2	80	54	-	-	-
24324	東員町	1	50	51	-	-	-	-	-	-
24341	菰野町	2	140	97	3	350	199	-	-	-
24343	朝日町	1	100	62	-	-	-	-	-	-
24344	川越町	-	-	-	1	80	36	-	-	-
24441	多気町	2	110	61	2	200	110	-	-	-
24442	明和町	2	160	111	1	100	85	-	-	-
24443	大台町	2	100	74	-	-	-	-	-	-
24461	玉城町	2	80	44	1	51	34	-	-	-
24470	度会町	2	130	71	-	-	-	-	-	-
24471	大紀町	2	138	75	-	-	-	-	-	-
24472	南伊勢町	2	120	75	1	29	21	-	-	-
24543	紀北町	3	150	95	2	160	117	1	90	49
24561	御浜町	1	50	47	1	100	55	1	15	12
24562	紀宝町	1	82	38	-	-	-	-	-	-
25000	滋賀県	73	4600	3099	30	2481	1583	5	357	283
25201	大津市	11	789	498	7	493	295	1	27	17
25202	彦根市	6	548	292	-	-	-	1	60	92
25203	長浜市	9	560	443	3	288	188	-	-	-
25204	近江八幡市　	4	204	123	2	220	126	-	-	-
25206	草津市	5	395	274	2	170	89	1	100	30
25207	守山市	3	180	135	-	-	-	-	-	-
25208	栗東市	2	140	107	1	100	75	-	-	-
25209	甲賀市	8	423	312	2	129	83	-	-	-
25210	野洲市	2	90	67	2	200	142	-	-	-
25211	湖南市	3	160	118	2	141	115	1	50	40
25212	高島市	5	273	197	2	160	88	-	-	-
25213	東近江市	7	364	225	3	190	129	1	120	104
25214	米原市	1	90	54	2	190	141	-	-	-
25383	日野町	1	50	35	1	100	56	-	-	-
25384	竜王町	1	54	26	-	-	-	-	-	-
25425	愛荘町	2	100	62	-	-	-	-	-	-
25441	豊郷町	1	50	39	1	100	56	-	-	-
25442	甲良町	-	-	-	-	-	-	-	-	-
25443	多賀町	2	130	93	-	-	-	-	-	-
26000	京都府	137	9738	6539	64	6304	3827	29	2829	1885
26100	京都市	56	4470	2964	37	3762	2253	18	2485	1515
26101	北区　	7	500	315	3	270	175	2	150	90
26102	上京区	3	240	172	-	-	-	1	60	33
26103	左京区	5	420	250	8	872	486	2	120	81
26104	中京区	1	50	27	2	198	111	-	-	-
26105	東山区	2	113	97	-	-	-	-	-	-
26106	下京区	1	80	57	2	196	103	2	141	117
26107	南区　	6	470	295	2	129	88	1	10	6
26108	右京区	8	539	366	3	249	160	3	290	182
26109	伏見区	11	1176	860	9	966	610	6	1054	643
26110	山科区	6	390	241	6	626	373	1	660	363
26111	西京区	6	492	285	2	256	148	-	-	-
26201	福知山市	9	510	407	2	162	94	2	17	43
26202	舞鶴市	5	360	258	2	250	144	1	16	16
26203	綾部市	5	321	249	2	200	120	-	-	-
26204	宇治市	8	460	332	2	244	126	3	138	161
26205	宮津市	4	230	174	1	100	68	-	-	-
26206	亀岡市	3	230	150	3	290	175	-	-	-
26207	城陽市	4	500	280	2	200	122	-	-	-
26208	向日市	2	120	86	1	96	45	1	52	44
26209	長岡京市	4	240	140	3	300	199	1	53	36
26210	八幡市	3	190	107	2	250	140	-	-	-
26211	京田辺市	3	150	85	1	100	79	1	24	24
26212	京丹後市	9	468	367	2	116	86	-	-	-
26213	南丹市	3	410	236	1	15	22	1	10	10
26214	木津川市	5	250	172	1	100	64	-	-	-
26303	大山崎町	1	50	30	-	-	-	-	-	-
26322	久御山町	1	60	42	-	-	-	-	-	-
26343	井手町	1	75	33	-	-	-	-	-	-
26344	宇治田原町　	1	50	20	-	-	-	-	-	-
26364	笠置町	-	-	-	-	-	-	-	-	-
26365	和束町	1	50	32	-	-	-	-	-	-
26366	精華町	1	90	61	1	100	69	-	-	-
26367	南山城村	-	-	-	-	-	-	-	-	-
26407	京丹波町	3	184	111	1	19	19	1	34	37
26463	伊根町	1	30	26	-	-	-	-	-	-
26465	与謝野町	4	240	176	-	-	-	-	-	-
27000	大阪府	349	26317	16808	171	16008	9035	39	2192	1469
27100	大阪市	105	9411	5633	57	5436	2999	12	608	375
27102	都島区	2	184	99	1	150	77	-	-	-
27103	福島区	1	104	51	1	80	46	-	-	-
27104	此花区	3	234	138	1	70	34	-	-	-
27106	西区　	2	164	98	2	200	120	3	93	77
27107	港区　	4	426	244	2	220	113	1	108	73
27108	大正区	5	457	252	3	300	160	-	-	-
27109	天王寺区	2	120	88	2	173	116	1	60	32
27111	浪速区	3	262	194	1	100	61	-	-	-
27113	西淀川区	4	327	227	4	382	220	-	-	-
27114	東淀川区	8	691	392	3	370	187	-	-	-
27115	東成区	3	242	154	2	109	61	1	40	16
27116	生野区	9	700	438	4	450	210	3	179	102
27117	旭区　	5	411	236	3	261	176	1	8	6
27118	城東区	5	420	247	3	260	149	-	-	-
27119	阿倍野区	2	270	156	1	100	66	-	-	-
27120	住吉区	6	520	324	3	262	135	-	-	-
27121	東住吉区	7	569	370	6	600	320	1	68	42
27122	西成区	5	664	376	3	258	152	-	-	-
27123	淀川区	5	411	235	1	150	84	-	-	-
27124	鶴見区	5	374	225	1	60	36	1	52	27
27125	住之江区	5	588	336	2	212	115	-	-	-
27126	平野区	8	785	457	6	489	261	-	-	-
27127	北区　	5	354	237	1	100	54	-	-	-
27128	中央区	1	134	61	1	80	45	-	-	-
27140	堺市　	32	2269	1582	14	1294	787	3	304	175
27141	堺区　	4	274	220	3	290	174	-	-	-
27142	中区　	6	418	246	1	157	94	1	54	29
27143	東区　	5	360	275	1	80	44	-	-	-
27144	西区　	5	294	229	3	254	174	-	-	-
27145	南区　	6	417	289	3	233	129	-	-	-
27146	北区　	4	306	194	2	180	124	1	190	106
27147	美原区	2	200	130	1	100	49	1	60	39
27202	岸和田市	5	313	226	2	194	107	2	110	80
27203	豊中市	12	1049	657	7	567	362	-	-	-
27204	池田市	4	322	215	2	200	97	-	-	-
27205	吹田市	13	1150	707	7	818	424	-	-	-
27206	泉大津市	3	172	120	-	-	-	-	-	-
27207	高槻市	13	1140	735	7	662	401	-	-	-
27208	貝塚市	3	195	118	2	160	80	1	75	50
27209	守口市	7	387	240	3	350	209	2	66	49
27210	枚方市	15	948	642	7	793	440	2	55	62
27211	茨木市	10	691	420	5	493	259	1	71	62
27212	八尾市	13	725	513	5	471	252	2	148	101
27213	泉佐野市	5	270	176	3	219	125	2	33	44
27214	富田林市	7	440	335	1	120	75	-	-	-
27215	寝屋川市	11	675	453	3	300	162	2	66	47
27216	河内長野市　	5	350	209	3	260	143	1	22	28
27217	松原市	4	324	240	1	150	65	1	240	122
27218	大東市	5	360	223	2	195	125	1	82	46
27219	和泉市	5	350	235	4	360	206	2	138	87
27220	箕面市	5	380	242	3	270	146	-	-	-
27221	柏原市	2	110	71	2	120	79	-	-	-
27222	羽曳野市	5	359	220	4	358	196	-	-	-
27223	門真市	6	340	191	-	-	-	-	-	-
27224	摂津市	4	274	186	2	172	109	1	4	15
27225	高石市	2	123	68	2	170	91	1	48	39
27226	藤井寺市	2	120	92	1	100	50	-	-	-
27227	東大阪市	18	1327	851	12	1061	591	3	122	87
27228	泉南市	3	220	153	2	172	92	-	-	-
27229	四條畷市	3	220	172	1	100	110	-	-	-
27230	交野市	4	235	163	-	-	-	-	-	-
27231	大阪狭山市　	3	180	159	1	75	47	-	-	-
27232	阪南市	3	189	106	1	100	55	-	-	-
27301	島本町	1	50	33	1	88	44	-	-	-
27321	豊能町	1	50	29	-	-	-	-	-	-
27322	能勢町	1	50	24	-	-	-	-	-	-
27341	忠岡町	1	100	39	-	-	-	-	-	-
27361	熊取町	3	129	102	2	120	63	-	-	-
27362	田尻町	1	52	27	-	-	-	-	-	-
27366	岬町　	-	-	-	2	60	44	-	-	-
27381	太子町	1	50	44	-	-	-	-	-	-
27382	河南町	2	160	115	-	-	-	-	-	-
27383	千早赤阪村　	1	58	42	-	-	-	-	-	-
28000	兵庫県	292	19795	12891	153	13560	8047	42	2103	1946
28100	神戸市	62	4061	2617	55	4808	2973	10	563	403
28101	東灘区	7	432	302	5	413	244	-	-	-
28102	灘区　	3	180	95	3	305	172	3	140	118
28105	兵庫区	5	310	179	6	350	300	1	26	42
28106	長田区	5	286	198	4	440	250	-	-	-
28107	須磨区	9	540	370	6	480	267	2	213	110
28108	垂水区	7	414	269	10	845	544	-	-	-
28109	北区　	10	634	412	11	972	592	2	110	74
28110	中央区	4	210	159	4	314	198	1	24	28
28111	西区　	12	1055	632	6	689	406	1	50	32
28201	姫路市	27	1578	1087	10	898	497	4	188	140
28202	尼崎市	18	1228	811	9	809	497	1	60	39
28203	明石市	15	1040	691	6	619	341	4	120	117
28204	西宮市	14	1453	796	10	976	489	3	85	84
28205	洲本市	4	240	179	1	100	75	-	-	-
28206	芦屋市	4	290	186	4	275	173	-	-	-
28207	伊丹市	5	371	256	4	398	249	-	-	-
28208	相生市	3	175	128	3	152	98	-	-	-
28209	豊岡市	7	565	374	2	232	133	-	-	-
28210	加古川市	12	710	498	3	400	220	1	170	196
28212	赤穂市	6	340	189	2	148	83	-	-	-
28213	西脇市	5	349	236	1	100	46	-	-	-
28214	宝塚市	9	778	480	3	324	174	1	8	6
28215	三木市	7	408	268	2	150	112	2	64	62
28216	高砂市	5	226	171	3	300	182	-	-	-
28217	川西市	8	811	505	2	230	146	-	-	-
28218	小野市	4	258	159	2	100	71	-	-	-
28219	三田市	5	320	223	3	363	231	4	212	121
28220	加西市	3	265	149	2	100	64	1	120	66
28221	篠山市	4	196	161	2	200	111	-	-	-
28222	養父市	4	285	184	1	98	61	1	12	13
28223	丹波市	6	423	280	2	176	97	1	48	285
28224	南あわじ市　	5	324	206	3	255	119	2	51	68
28225	朝来市	4	240	158	1	100	51	-	-	-
28226	淡路市	6	384	254	2	200	136	-	-	-
28227	宍粟市	5	330	225	1	90	59	-	-	-
28228	加東市	3	194	119	2	100	65	-	-	-
28229	たつの市	7	395	261	2	146	83	1	8	4
28301	猪名川町	1	70	30	2	109	56	2	255	186
28365	多可町	5	284	179	1	82	39	-	-	-
28381	稲美町	1	80	50	1	100	62	-	-	-
28382	播磨町	1	50	39	-	-	-	-	-	-
28442	市川町	1	60	32	-	-	-	-	-	-
28443	福崎町	-	-	-	-	-	-	1	73	48
28446	神河町	2	136	89	1	78	49	-	-	-
28464	太子町	2	110	83	-	-	-	1	44	38
28481	上郡町	2	110	90	1	80	64	-	-	-
28501	佐用町	4	266	158	2	136	75	1	14	51
28585	香美町	3	192	133	1	48	28	1	8	21
28586	新温泉町	3	200	157	1	80	40	-	-	-
29000	奈良県	77	5555	3536	46	4133	2479	7	723	456
29201	奈良市	17	1187	747	11	1098	678	1	172	103
29202	大和高田市　	2	224	158	2	168	97	-	-	-
29203	大和郡山市　	5	243	181	3	260	177	1	249	137
29204	天理市	5	318	213	1	80	46	1	84	58
29205	橿原市	4	344	209	5	420	258	1	22	39
29206	桜井市	3	278	142	2	200	108	-	-	-
29207	五條市	3	347	229	2	180	110	-	-	-
29208	御所市	3	196	123	2	191	143	-	-	-
29209	生駒市	5	338	221	2	180	107	-	-	-
29210	香芝市	3	154	106	1	80	37	1	120	69
29211	葛城市	1	150	82	1	80	59	-	-	-
29212	宇陀市	5	375	230	1	100	54	-	-	-
29322	山添村	1	63	27	-	-	-	-	-	-
29342	平群町	1	50	36	1	80	38	-	-	-
29343	三郷町	2	100	53	1	100	50	-	-	-
29344	斑鳩町	1	50	24	-	-	-	-	-	-
29345	安堵町	1	50	28	1	100	61	-	-	-
29361	川西町	-	-	-	-	-	-	-	-	-
29362	三宅町	-	-	-	-	-	-	-	-	-
29363	田原本町	2	158	112	2	150	66	-	-	-
29385	曽爾村	-	-	-	-	-	-	-	-	-
29386	御杖村	-	-	-	-	-	-	-	-	-
29401	高取町	1	50	28	1	80	41	-	-	-
29402	明日香村	2	100	69	-	-	-	-	-	-
29424	上牧町	3	300	183	2	130	94	-	-	-
29425	王寺町	-	-	-	-	-	-	-	-	-
29426	広陵町	2	134	106	2	160	78	-	-	-
29427	河合町	1	50	38	1	116	73	-	-	-
29441	吉野町	1	50	44	-	-	-	1	60	34
29442	大淀町	1	160	84	1	80	50	-	-	-
29443	下市町	1	50	34	1	100	56	1	16	17
29444	黒滝村	-	-	-	-	-	-	-	-	-
29446	天川村	-	-	-	-	-	-	-	-	-
29447	野迫川村	-	-	-	-	-	-	-	-	-
29449	十津川村	1	36	28	-	-	-	-	-	-
29450	下北山村	-	-	-	-	-	-	-	-	-
29451	上北山村	-	-	-	-	-	-	-	-	-
29452	川上村	-	-	-	-	-	-	-	-	-
29453	東吉野村	-	-	-	-	-	-	-	-	-
30000	和歌山県	83	4795	3386	35	2945	1658	13	400	344
30201	和歌山市	19	1144	785	13	1069	574	5	150	125
30202	海南市	4	180	142	3	207	133	2	35	68
30203	橋本市	4	340	201	3	270	152	-	-	-
30204	有田市	3	185	130	-	-	-	-	-	-
30205	御坊市	2	130	101	1	83	50	-	-	-
30206	田辺市	7	394	297	2	188	111	1	18	13
30207	新宮市	3	180	126	1	118	64	-	-	-
30208	紀の川市	8	420	328	1	100	56	2	48	34
30209	岩出市	2	130	105	2	184	114	1	55	32
30304	紀美野町	1	50	28	-	-	-	-	-	-
30341	かつらぎ町　	2	130	88	1	87	47	-	-	-
30343	九度山町	1	50	31	-	-	-	-	-	-
30344	高野町	1	30	22	-	-	-	-	-	-
30361	湯浅町	1	90	49	1	80	48	-	-	-
30362	広川町	2	100	71	-	-	-	-	-	-
30366	有田川町	4	192	128	2	114	69	-	-	-
30381	美浜町	1	80	46	-	-	-	-	-	-
30382	日高町	1	50	42	-	-	-	-	-	-
30383	由良町	-	-	-	-	-	-	-	-	-
30390	印南町	2	80	66	-	-	-	-	-	-
30391	みなべ町	1	60	36	-	-	-	-	-	-
30392	日高川町	3	160	134	1	100	55	-	-	-
30401	白浜町	4	210	152	2	177	86	1	76	52
30404	上富田町	1	90	53	-	-	-	-	-	-
30406	すさみ町	1	50	33	1	88	59	1	18	21
30421	那智勝浦町　	1	50	52	-	-	-	-	-	-
30422	太地町	2	100	76	-	-	-	-	-	-
30424	古座川町	1	50	28	1	80	41	-	-	-
30427	北山村	-	-	-	-	-	-	-	-	-
30428	串本町	1	70	39	-	-	-	-	-	-
31000	鳥取県	39	2731	2019	48	2750	1834	6	264	246
31201	鳥取市	14	906	669	9	665	424	3	187	184
31202	米子市	6	442	305	13	668	426	-	-	-
31203	倉吉市	4	344	254	7	422	310	-	-	-
31204	境港市	2	154	113	3	129	85	-	-	-
31302	岩美町	-	-	-	-	-	-	1	40	28
31325	若桜町	1	66	42	1	19	12	-	-	-
31328	智頭町	1	76	47	1	45	28	-	-	-
31329	八頭町	1	74	56	1	76	52	-	-	-
31364	三朝町	1	70	49	-	-	-	-	-	-
31370	湯梨浜町	-	-	-	3	143	99	-	-	-
31371	琴浦町	2	140	102	-	-	-	-	-	-
31372	北栄町	-	-	-	2	80	53	-	-	-
31384	日吉津村	-	-	-	1	29	27	-	-	-
31386	大山町	2	127	92	3	204	142	1	6	7
31389	南部町	1	95	81	-	-	-	-	-	-
31390	伯耆町	1	50	38	2	120	64	-	-	-
31401	日南町	1	90	85	-	-	-	1	31	27
31402	日野町	1	47	43	1	70	63	-	-	-
31403	江府町	1	50	42	1	80	48	-	-	-
32000	島根県	81	4451	3240	35	2625	1691	14	404	400
32201	松江市	17	970	680	6	422	271	1	56	34
32202	浜田市	8	381	266	4	320	223	1	32	27
32203	出雲市	15	840	658	8	604	406	-	-	-
32204	益田市	5	280	215	1	99	57	2	55	33
32205	大田市	6	330	232	2	110	75	2	69	59
32206	安来市	4	282	174	3	170	125	4	53	128
32207	江津市	2	130	75	2	160	87	1	34	21
32209	雲南市	6	360	261	2	110	72	2	69	66
32343	奥出雲町	2	115	84	1	81	37	1	36	33
32386	飯南町	2	113	85	-	-	-	-	-	-
32441	川本町	1	30	30	1	36	26	-	-	-
32448	美郷町	2	80	56	-	-	-	-	-	-
32449	邑南町	3	160	120	2	190	109	-	-	-
32501	津和野町	1	50	31	1	99	72	-	-	-
32505	吉賀町	2	60	51	1	154	86	-	-	-
32525	海士町	1	30	32	-	-	-	-	-	-
32526	西ノ島町	1	50	41	-	-	-	-	-	-
32527	知夫村	-	-	-	-	-	-	-	-	-
32528	隠岐の島町　	3	190	151	1	70	46	-	-	-
33000	岡山県	140	8803	5901	74	5542	3230	27	800	886
33100	岡山市	33	2018	1404	20	1696	990	7	165	179
33101	北区　	15	920	623	9	615	387	2	28	41
33102	中区　	4	318	214	3	385	217	-	-	-
33103	東区　	7	380	282	4	340	177	2	100	67
33104	南区　	7	400	286	4	356	209	3	37	71
33202	倉敷市	22	1550	1062	13	1110	621	3	245	172
33203	津山市	11	648	480	7	367	264	1	40	40
33204	玉野市	6	352	233	2	200	89	-	-	-
33205	笠岡市	4	380	251	6	500	288	3	84	68
33207	井原市	4	290	174	-	-	-	1	27	23
33208	総社市	7	370	225	2	182	118	1	10	10
33209	高梁市	7	370	242	2	170	87	2	38	105
33210	新見市	4	320	235	2	150	88	-	-	-
33211	備前市	4	210	129	1	80	31	-	-	-
33212	瀬戸内市	5	300	193	1	70	36	-	-	-
33213	赤磐市	5	289	188	1	100	55	1	5	28
33214	真庭市	7	415	274	4	170	118	2	35	66
33215	美作市	4	190	136	2	109	69	2	68	74
33216	浅口市	2	160	101	1	50	25	1	31	28
33346	和気町	2	150	95	1	54	43	1	26	51
33423	早島町	1	80	44	-	-	-	-	-	-
33445	里庄町	-	-	-	1	95	56	1	20	27
33461	矢掛町	1	50	32	1	50	24	1	6	17
33586	新庄村	-	-	-	-	-	-	-	-	-
33606	鏡野町	2	86	55	1	50	31	-	-	-
33622	勝央町	1	80	36	2	100	55	-	-	-
33623	奈義町	1	60	32	-	-	-	-	-	-
33643	西粟倉村	-	-	-	-	-	-	-	-	-
33663	久米南町	2	105	66	-	-	-	-	-	-
33666	美咲町	2	110	63	1	60	38	-	-	-
33681	吉備中央町　	3	220	153	3	179	108	-	-	-
34000	広島県	157	9715	6492	107	8438	5154	67	2646	2073
34100	広島市	48	3209	2138	28	2461	1462	21	1124	765
34101	中区　	2	140	99	4	343	187	4	101	72
34102	東区　	9	615	393	3	272	150	2	243	135
34103	南区　	7	469	315	2	192	91	2	132	108
34104	西区　	6	314	212	3	340	206	2	105	65
34105	安佐南区	6	434	346	4	337	239	3	105	79
34106	安佐北区	10	709	433	4	386	223	1	5	4
34107	安芸区	2	184	133	4	249	165	1	49	27
34108	佐伯区	6	344	209	4	342	200	6	384	275
34202	呉市　	15	1082	731	18	1242	777	8	187	238
34203	竹原市	2	103	58	3	247	134	1	40	29
34204	三原市	4	264	140	5	448	279	3	190	162
34205	尾道市	9	582	369	9	602	376	5	118	98
34207	福山市	23	1374	913	14	1073	736	11	249	229
34208	府中市	5	235	154	3	238	145	1	12	28
34209	三次市	8	433	285	4	308	177	2	54	36
34210	庄原市	8	342	264	3	187	128	1	40	29
34211	大竹市	1	84	40	1	96	45	-	-	-
34212	東広島市	7	534	405	5	364	202	3	127	83
34213	廿日市市	6	338	210	4	380	230	3	126	90
34214	安芸高田市　	6	314	214	1	60	33	4	257	159
34215	江田島市	2	154	122	1	80	52	1	42	32
34302	府中町	-	-	-	-	-	-	-	-	-
34304	海田町	1	54	34	1	50	37	1	20	30
34307	熊野町	1	50	35	1	80	47	-	-	-
34309	坂町　	1	54	43	1	80	50	-	-	-
34368	安芸太田町　	1	50	26	1	60	28	-	-	-
34369	北広島町	4	205	128	1	93	51	1	48	29
34431	大崎上島町　	2	80	70	1	70	47	-	-	-
34462	世羅町	1	70	35	1	142	82	-	-	-
34545	神石高原町　	2	104	78	1	77	39	1	12	37
35000	山口県	89	5756	3818	62	4535	2752	34	1985	1496
35201	下関市	16	987	727	11	807	499	9	571	447
35202	宇部市	7	436	303	6	540	320	5	373	257
35203	山口市	10	696	432	9	666	389	4	194	179
35204	萩市　	7	330	212	3	170	110	5	192	129
35206	防府市	3	292	193	3	210	135	-	-	-
35207	下松市	1	70	56	2	150	87	2	36	44
35208	岩国市	11	691	466	7	460	281	2	83	73
